# uppfært 29/10

param Slot :=
TAK102G 4 1
FRA101G 22 1
GRI103G 13 1
HSP104G 13 1
DAN313G 19 1
DAN307G 6 1
DAN110G 13 1
ISL320G 22 1
ENS303G 14 1
MIS701F 20 1
ENS329G 22 1
ISL111G 4 1
ENS507G 20 1
ISL109G 15 1
HSP304G 7 1
SPA306G 5 1
TYS103G 10 1
TYS108G 17 1
AMV302M 5 1
ENS134G 14 1
RUT801F 18 1
FRA307G 14 1
STM301F 6 1
TOS301G 13 1
TRS515G 15 1
TRS310G 2 1
LSS101G 11 1
LSS402G 13 1
ITH320G 3 1
TRS308G 7 1
GSS301F 2 1
ITH113G 10 1
GSS362G 6 1
GSS075G 1 1
LSS501G 7 1
GSS516M 6 1
MEN102G 15 1
GSS359G 12 1
MVS109F 21 1
MVS110F 9 1
UMS301G 12 1
TRS105G 10 1
LSS104G 15 1
GSS095G 21 1
LSS302G 4 1
GSS363G 3 1
LSS502G 12 1
ITH111F 6 1
GSS101F 17 1
ITH321G 11 1
MEX020G 20 1
;
*/
